fascode	module	a2x	a2	a2a	a2b	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a6a	a6b	a7	a8	a9	a10	a10a	a11	a12ax	a12bx	a12cx	a12dx	a12ex	a12fx	a12f1	a12e1	a12d1	a26	a27x	a27	a17	a18	a19	a20	a21	commid07	fcode07	a2e	a4mthx	a4yrx	bookt	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16f	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk010700	lk020700	lk030700	lk010707	lk020707	lk030707	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb3t	pb4	pb5	ph00	ph01	idivwr	editor	numvis	ivwday1	ivwday2	ivwday3	ivwmth1	ivwmth2	ivwmth3	ivwyr1	ivwyr2	ivwyr3	beghr1	beghr2	beghr3	begmin1	begmin2	begmin3	endhr1	endhr2	endhr3	endmin1	endmin2	endmin3	result1	result2	result3	langmain	langothr	fp2	fp3	fp4	fp5	fp6a	fp6b	fp6c	cp1a	cp1b	cp1c	cp2a	cp2b	cp2c	cp3a	cp3b	cp3c	cp4a	cp4b	cp4c	hpr1	hpr3	hpr4	hpr5	hpr11a	hpr11b	hpr11c	hpr11d	hpr11e	hpr11f	hpr11g	hpr11h	hpr11i	hpr11j	hpr11k	hpr11l	hpr11m	hpr11n	hpr11o	hpr12a	hpr12b	hpr12c	hpr12d	hpr12e	hpr12f	hpr12g	hpr12h	hpr12i	hpr12j	hpr12k	hpr12l	hpr12m	hpr12n	hpr13a	hpr13b	hpr13c	hpr13d	hpr13e	hpr13f	hpr13g	hpr13h	hpr14a	hpr14b	hpr14c	hpr14d	hpr14e	hpr14f	hpr14g	hpr15	hpr17	hpr18	hpr19	hpr25a	hpr25b	hpr25c	hpr25d	hpr25e	hpr25f	hpr25g	hpr25h	hpr25i	hpr25j	hpr25k	hpr25l	hpr25m	hpr25n	hpr25o	hpr25q	hpr26a	hpr26b	hpr26c	hpr26d	hpr26e	hpr26f	hpr26g	hpr26h	hpr26i	hpr26j	hpr26k	hpr26l	hpr26m	hpr26n	hpr27a	hpr27b	hpr27c	hpr27d	hpr27e	hpr27f	hpr27g	hpr27h	hpr27i	hpr27j	hpr28a	hpr28b	hpr28c	hpr28d	hpr28e	hpr28f	hpr28g	hpr28h	hpr28i	hpr29a	hpr29b	hpr29c	hpr29d	hpr29e	hpr29f	hpr29g	hpr29h	hpr30	hpr32	hpr33	hpr34	hpr40a	hpr40b	hpr40c	hpr40d	hpr40e	hpr40f	hpr40g	hpr40h	hpr40i	hpr40j	hpr40k	hpr40l	hpr40m	hpr40n	hpr40o	hpr41a	hpr41b	hpr41c	hpr41d	hpr41e	hpr41f	hpr41g	hpr41h	hpr41i	hpr41k	hpr41l	hpr42b	hpr42c	hpr42d	hpr42e	hpr42f	hpr42g	hpr42h	hpr42i	hpr42j	hpr42k	hpr42l	hpr42m	hpr42n	hpr42o	hpr42p	hpr42q	hpr43b	hpr43c	hpr43d	hpr44a	hpr44b	hpr44c	hpr44d	hpr44e	hpr44f	hpr44g	hpr44h	hpr44i	hpr44j	hpr44k	hpr45	hpr47	hpr48	hpr49	hpr55a	hpr55b	hpr55c	hpr55d	hpr55e	hpr55f	hpr55g	hpr55h	hpr56a	hpr56b	hpr56c	hpr56d	hpr56e	hpr57a	hpr57b	hpr57c	hpr57d	hpr57e	hpr57f	hpr57g	hpr57h	hpr57i	hpr57j	hpr57k	hpr57l	hpr57m	hpr57n	hpr58a	hpr58b	hpr58c	hpr58d	hpr58e	hpr58f	hpr58g	hpr58h	hpr58i	hpr59a	hpr59b	hpr59c	hpr59d	hpr59e	hpr59f	hpr59g	hpr59h	hpr59i	hpr59j	hpr59k	hpr59l	hpr59m	hpr60a	hpr60b	hpr60c	hpr60d	hpr60e	hpr60f	hpr60g	hpr60h	hpr60i	hpr60j	hpr60k	hpr6_1	hpr7_1	hpr8_1	hpr6_2	hpr7_2	hpr8_2	hpr6_3	hpr7_3	hpr8_3	hpr6_4	hpr7_4	hpr8_4	hpr20_1	hpr21_1	hpr22_1	hpr20_2	hpr21_2	hpr22_2	hpr20_3	hpr21_3	hpr22_3	hpr20_4	hpr21_4	hpr22_4	hpr35_1	hpr36_1	hpr37_1	hpr35_2	hpr36_2	hpr37_2	hpr35_3	hpr36_3	hpr37_3	hpr35_4	hpr36_4	hpr37_4	hpr35_5	hpr36_5	hpr37_5	hpr35_6	hpr36_6	hpr37_6	hpr35_7	hpr36_7	hpr37_7	hpr50_1	hpr51_1	hpr52_1	hpr50_2	hpr51_2	hpr52_2	hpr50_3	hpr51_3	hpr52_3	hpr50_4	hpr51_4	hpr52_4	hpr50_5	hpr51_5	hpr52_5	hpr50_6	hpr51_6	hpr52_6	hpr50_7	hpr51_7	hpr52_7
"2892250"	"PRA"	1	31	3	2	3							2000	8	5	1	3	3	3		3	1	1	95	1	1	3	3	3	3	52	5	51	4	1	40	1	1	95	1		"5212"	"52122250"		"1"	"1"	"PRA"	1	20	21	21	12	12	7	0	40	14	10	4	2	20	100	100	1	1	1	1	1	9	3	15	3	3	2	3	3	3		6	1	1	1		3								"W"	2	5	"U71"	"U86"	"U51"	"U11"	3	3	3	3	52	5	50	52	5	51	3																3		"U71"	"U86"	1	16			3			8			11			0			12			30			1			0	8	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1997	3	1	1	2	2	1	1	2	3	2	1	2	2	2	1	2	1	3	2	2	3	1	1	1	3	3	3	1	1	3	1	1	2	2	3	2	1	1	2	3	1	3	3	3	2	3																																																													1	4	1997	1	1	1	2	2	2	1	2	1	1	1	2	2	2	2	2	2	1	3	1	2	1	2	2	2	1	1	2	1	2	2	1	3	3	2	1	2	1	2	2	2	2	1	3	1	3	1	1	1	2	2	2	2	3	2	3	1	1	4	1997	1	1	1	1	1	2	2	2	2	1	1	1	2	1	2	3	3	1	1	2	1	1	3	3	1	2	2	3	1	1	1	1	1	2	1	1	2	1	1	3	3	3	3	3	3	3	3	3	3	3	1	2	2	1	1	1	2	3	2	1	2																									3			1	1		1	1		1	1		1	1		3			1	1		1	3	1	1	3	1	1	3	1	3			1	3	1	1	3	1	1	1	
"2892254"	"PRA"	1	41	3	1	3							1986	9	3	1	3	3	3		1	1	1	1	1	1	1	3	3	3	52	5	51	4	1	37	1	1	2	1		"5212"	"52122254"		"1"	"1"	"PRA"	3																				1	9	3	15	3	3	1	1	1	3		1	3	3	1		3								"W"	2	4	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	5	50	52	5	51	3																3		"U73"	"U86"	1	16			3			8			15			37			16			53			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"SEKSI B. B16"			"TIDAK ADA"			1	5	1986	1	1	2	2	2	2	3	2	3	2	2	3	3	2	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	1	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3																																																													3																																																												3																																																																3			3			3			3																																																								
"2892260"	"PRA"	1	39	1							95	1997	2006	1	5	2	3	3	3		1	1	1	1	1	1	3	3	3	3	52	5	50	4	1	42	1	1	2	1		"5212"	"52122260"		"1"	"1"	"PRA"	3																				1	9	3	15	3	3	1	3	3	1	3	3	1	1	1		3								"W"	2	1	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	5	50	52	5	50	3																3		"U73"	"U86"	1	17			3			8			15			36			17			3			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"NAMA RESPONDEN DI NC"	"R DR. SAM"		1	1	1997	1	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	3	2	2	3	2	2	1	2	3	2	2	1	1	1	1	1	2	3	2	2	1	2	3	1	1	3	3	3	1	1	1997	1	2	2	1	1	1	3	1	3	1	2	1	2	2	2	2	2	1	3	2	2	2	2	2	1	3	3	3	1	1	2	1	3	1	2	2	2	2	2	1	1	3	1	3	3	2	3	3	3	3	2	2	2	2	3	3	3	2	1	1	1977	1	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	1	1	1	2	3	3	2	2	2	1	2	2	3	2	3	2	1	3	1	1	2	3	3	2	3	3	3	3	1	3																																																																3			3			3			1	3	1	3			3			3			3			3			1	3	1	3			3			3			3			3																							
"2902250"	"PRA"	1	30	3	4	1	6						1997	1	8	1	3	3	3		1	1	1	1	1	1	3	3	3	3	52	5	60	4	1	66	1	1	2	3	2	"5213"	"52132250"		"1"	"1"	"PRA"	3																				1	9	3	15	3	3	3	3	3	3		6	3	3	1		3								"W"	2	3	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	5	60	52	5	60	3																3		"U73"	"U86"	1	19			3			8			16			8			17			27			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	2003	1	1	1	2	2	2	3	2	1	3	1	1	2	2	2	2	3	3	3	2	3	1	2	1	3	1	2	1	2	2	2	1	3	3	3	3	3	1	3	3	3	3	3	3	3	3																																																													3																																																												1	4	2003	1	1	2	1	2	1	1	2	2	1	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	3	2	2	2	1	1	2	2	3	3	3	3	3	3	3	1	2	1	1	1	1	2	1	3	2	1	1	2	3			3			1	3	1	1	3	1																																		1	3	1	3			1	3	1	3			3			1	1		1	1	
"2902252"	"PRA"	1	29	3	2	3							1998	6	1	2	1	1	3		1	1	1	10	1	1	3	3	3	3	52	5	60	4	1	48	1	1	2	1		"5213"	"52132252"		"1"	"1"	"PRA"	1	3	12	4	5	0	2	8	48	9	0	0	8	50	80	60	1	1	1	1	1	9	3	15	3	1	5	3	3	3		6	3	3	1		1	3	3	3		6	3	3	"W"	2	3	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	5	60	52	5	60	3																3		"U73"	"U86"	1	23			3			8			10			41			12			34			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"SEKSI BD"			"TIDAK ADA"			1	4	1998	1	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	3	2	2	3	2	2	1	2	2	1	2	2	2	1	1	1	3	3	2	3	1	3	3	1	3	3	3	3	3																																																													1	4	1998	1	1	1	1	2	2	2	3	2	2	3	1	3	2	2	2	2	2	3	2	1	2	2	2	3	1	1	2	1	3	1	2	2	2	1	1	2	3	2	3	2	1	3	3	2	3	1	1	2	3	3	2	3	3	3	3	2	1	4	1998	1	1	2	2	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	3	3	1	1	1	2	1	3	3	3	3	3	3	3	3	3	2	3	1	2	1	2	2	2	3	2	2	1	2	3			3			3			3															1	3	3	3			3			3			3			3			3			1	3	1	3			3			3			1	3	3	1	3	1	3		
"2902256"	"PRA"	1	19	3	1	3							2006	2	0	1	3	3	3		1	1	1	1	1	1	3	3	3	3	52	5	60	4	1	40	1	1	4	3	3	"5213"	"52132256"		"3"	"1"	"PRA"	3																				1	16	3	22	3	3	3	3	3	3		6	1	1	6		3								"W"	2	4	"U71"	"U86"	"U51"	"U11"	3	3	3	3	52	5	60	52	5	60	3																3		"U71"	"U86"	1	23			3			8			13			20			14			17			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	2006	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	1	3	2	2	1	2	3	1	2	1	1	1	1	2	1	1	2	2	2	3	3	1	3	3	3	3	3																																																													1	3	2006	1	1	1	2	1	1	1	2	1	2	2	2	2	1	2	2	2	2	3	3	1	2	1	3	3	1	1	2	1	1	1	2	3	2	1	1	3	2	1	3	2	1	1	3	1	2	1	1	2	1	1	2	2	3	2	3	2	3																																																																3			3			1	1		1	1														1	1		1	1		1	1		1	1		3			3			3																							
"2902258"	"PRA"	1	32	3	1	3							1995	5	7	2	3	1	3		1	1	1	1	1	1	3	3	3	3	52	5	60	4	1	66	1	1	2	3	2	"5213"	"52132258"		"1"	"1"	"PRA"	3																				1	9	3	15	3	3	4	3	3	3		6	3	3	1		3								"W"	2	4	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	5	60	52	5	60	3																3		"U73"	"U86"	1	22			3			8			8			12			9			37			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1994	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	2	2	3	3	3	3	1	2	1	2	3	1	1	2	1	1	1	1	3	3	2	2	1	3	3	1	3	3	3	3	1	3	1994	1	2	2	2	2	2	2	2	2	2	3	1	1	3	2	2	2	3	2	3	3	2	3	3	2	2	2	3	3	1	2	1	3	1	3	2	3	2	3	1	1	3	1	3	3	3	3	3	3	3	3	1	2	3	2	3	3	2	1	3	1994	1	1	1	1	3	2	1	2	1	2	2	2	2	1	2	3	2	3	1	1	1	2	1	3	3	1	2	1	1	2	1	1	3	2	2	1	2	2	1	2	2	2	3	3	2	3	1	1	2	3	3	2	3	3	3	3	1	3																																																																1	1		3			1	3	1	1	3	1	1	1		3			3			3			3			1	3	1	1	3	1	1	1		3			3			3																							
"2903021"	"PRA"	1	35	3	2	3							2002	6	0	1	3	3	3		3	3	1	95	1	1	1	3	3	3	52	5	60	4	1	36	1	1	2	3	1	"5213"	"52133021"		"3"	"1"	"PRA"	1	12	6	10	30	5	6	6	20	20	0	5	0	0	60	50	1	1	1	1	1	10	3	15	3	3	2	3	3	3		6	3	3	1		3								"W"	2	5	"U71"	"U86"	"U51"	"U11"	3	3	3	3	52	5	60	52	5	60	3																3		"U73"	"U86"	1	20			3			8			16			0			17			30			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1994	3	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	1	3	2	3	3	1	1	1	2	2	1	1	2	2	2	1	2	2	2	2	1	1	2	3	1	3	3	3	3	3																																																													1	4	1994	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	1	2	2	2	3	2	2	3	3	3	2	1	4	1994	1	2	1	1	2	2	2	2	2	1	2	1	2	2	2	2	3	2	2	2	1	1	2	2	2	2	2	3	2	2	1	2	1	3	2	2	2	1	2	3	3	3	3	3	3	3	3	3	2	2	1	2	2	1	1	2	2	2	1	1	1																									1	1		1	1		1	1		3			3			1	1		1	1		1	3	1	1	1		1	1		3			1	3	1	1	3	1	1	1	
"2882250"	"PRA"	1	36	3	1	3							2006	1	9	1	3	3	3		1	1	1	1	1	1	1	1	1	3	52	5	40	4	1	34	1	1	2	3	1	"5214"	"52142250"		"1"	"1"	"PRA"	3																				1	16	3	22	3	3	2	3	3	3		6	1	1	1		3								"W"	2	4	"U71"	"U86"	"U51"	"U11"	3	3	3	3	52	6	90	52	6	90	3																3		"U71"	"U86"	1	27			3			8			16			0			17			10			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1988	3	1	1	1	2	1	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	1	2	1	3	2	2	2	2	2	1	1	2	2	2	2	2	1	3	3	1	3	3	3	3	3																																																													1	3	1988	1	1	1	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	3	2	2	2	3	2	1	1	2	2	2	3	3	3	1	1	1	1	1	2	2	2	2	2	2	3																																																																																								3			3			3			1	1		3			3			3																							
"2882251"	"PRA"	1	31	3	2	3							2005	3	2	1	3	3	3		1	1	1	95	1	1	1	1	1	3	52	5	40	4	1	34	1	1	2	3	1	"5214"	"52142251"		"1"	"1"	"PRA"	1	6	10	10	10	0	12	12	70	25	5	2	6	50	100	100	1	1	1	1	1	16	3	22	3	3	3	3	3	3		6	1	1	1		3								"W"	2	5	"U71"	"U86"	"U51"	"U11"	3	3	3	3	52	6	90	52	6	90	3																3		"U71"	"U86"	1	25			3			8			16			15			17			30			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1998	3	1	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	3	2	2	3	1	2	1	3	2	2	1	1	2	2	1	2	1	2	1	1	1	2	2	1	3	2	3	3	3																																																													1	4	1998	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	3	1	1	3	2	2	2	2	2	3	1	1	2	1	3	2	2	3	3	1	1	1	1	1	3	3	2	3	3	1	3	1	1	2	2	2	2	2	3	3	3	2	1	4	1998	1	1	1	2	2	1	3	1	1	1	2	2	2	1	1	2	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	3	1	1	2	1	1	3	2	3	2	3	3	3	2	3	2	3	2	2	2	1	1	2	2	1	2	2	2																									3			1	3	1	3			3			3			3			1	3	1	1	1		3			1	1		1	1		1	3	1	1	3	1	3		
"2882253"	"PRA"	1	28	3	2	3							1999	2	4	2	3	3	3		1	1	1	10	1	1	3	3	3	3	52	5	40	4	1	37	1	1	2	1		"5214"	"52142253"		"1"	"1"	"PRA"	1	14	7	6	3	0	3	10	39	10	5	2	11	50	75	80	1	1	1	1	1	16	3	22	3	1	2	3	3	3		6	3	3	1		1	3	3	3		6	3	3	"W"	2	5	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	5	40	52	5	40	3																3		"U73"	"U86"	1	25			3			8			15			4			16			41			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1999	1	1	1	2	2	2	3	1	2	3	1	2	2	2	2	2	3	3	3	3	3	2	2	1	3	3	1	1	2	1	2	1	1	3	3	2	2	1	3	3	1	3	3	3	3	3																																																													1	4	1999	1	1	1	1	1	1	2	2	2	2	2	2	3	1	3	2	2	3	3	2	1	2	1	2	3	1	1	2	1	3	2	2	3	3	1	1	2	2	3	2	2	2	3	3	3	3	2	1	2	3	2	2	3	3	3	3	1	1	4	1999	1	1	2	1	1	1	2	2	2	1	1	2	2	3	2	3	3	2	2	2	2	2	2	3	2	2	2	3	1	1	1	1	2	3	1	1	2	3	1	3	3	3	3	3	3	3	3	3	2	2	1	2	2	1	2	2	3	2	2	1	2	3			3			3			3															1	3	3	1	1		3			1	1		3			3			1	3	1	1	3	3	1	3	3	1	3	1	3			1	3	1	1	3	1	1	3	1
"2882255"	"PRA"	1	27	3	4	3							2004	0	5	1	1	1	3		1	1	1	1	1	1	3	3	3	3	52	6	90	4	1	37	1	1	1	1		"5214"	"52142255"		"1"	"3"	"PRA"	3																				1	16	3	22	3	3	3	1	1	3		6	3	3	1		3								"W"	2	4	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	6	90	52	6	90	3																3		"U73"	"U86"	1	27			3			8			15			10			16			30			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	2004	3	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	3	2	3	3	3	2	1	3	1	2	2	1	2	3	3	2	3	1	1	2	1	2	3	3	3	3																																																													1	3	2004	3	1	2	1	1	3	2	2	2	2	3	2	3	2	3	2	3	2	3	2	1	2	1	3	3	2	2	2	2	1	2	3	3	2	1	1	1	1	3	3	2	2	3	3	3	3	2	1	2	2	3	2	3	3	2	3	2	3																																																																																																																																	
"2883018"	"PRA"	1	53	3	1	3							1983	12	5	5	3	3	3		1	1	1	1	1	1	3	3	3	3	52	6	90	4	1	35	1	1	2	1		"5214"	"52143018"		"1"	"1"	"PRA"	3																				1	16	3	22	3	3	2	3	3	3		1	3	1	1		3								"W"	2	4	"U73"	"U86"	"U51"	"U11"	1	1	1	1	52	6	90	52	6	90	3																3		"U73"	"U86"	1	28			3			8			14			32			15			57			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	5	1983	1	1	2	2	2	2	3	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	2	2	3	2	1	2	1	1	1	1	2	1	2	1	2	1	3	2	1	1	3	3	3	3																																																													1	5	1983	1	2	1	1	2	2	1	2	2	2	2	2	2	1	2	2	2	3	3	2	1	2	2	3	3	1	1	2	1	2	1	2	3	1	2	1	2	2	2	2	2	1	3	3	3	3	1	1	2	3	1	2	3	3	3	3	2	3																																																																1	3	3	3			1	1		1	1														3			1	3	1	1	3	3	1	3	1	1	3	3	3			3																							
"2912072"	"PRA"	1	40	3	4	3							1987	4	3	1	3	3	3		1	1	1	3	1	1	1	3	3	3	52	72	998	4	1	38	1	1	2	1		"5215"	"52152072"		"1"	"1"	"PRA"	3																				1	2	3	8	3	3	1	3	3	3		3	3	3	1		1	3	3	3		3	3	3	"W"	1	4	"U73"	"U86"	"U51"	"U11"	1	1	1	1	52	6	710	52	72	10	3																3		"U73"	"U86"	1	11			3			8			15			31			17			2			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	2006	1	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	3	2	3	3	2	2	1	2	2	2	1	1	1	2	1	2	2	3	3	3	1	1	3	1	3	3	3	3	3																																																													1	3	2006	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	3	3	2	1	1	1	2	3	2	2	2	3	1	2	3	3	3	1	2	2	1	3	3	2	2	3	3	1	3	1	2	2	3	3	2	3	3	3	3	1	1	3	2006	3	2	2	2	2	1	2	3	2	1	2	2	2	2	2	1	3	2	2	1	2	1	1	2	2	2	1	2	3	2	1	1	1	3	2	2	2	1	1	3	2	3	3	3	3	3	3	3	2	3	1	1	1	1	2	2	2	3	2	2	2	3			3			3			3															3			3			1	1		3			3			3			3																							
"2912252"	"PRA"	1	55	3	2	1	1	1	2	3			1976	32	0	1	3	3	3		1	1	1	95	1	1	1	1	3	3	52	72	20	8	1	5	1	1	1	1		"5215"	"52152252"		"3"	"1"	"PRA"	3																				1	2	3	8	3	3	4	3	3	3		1	1	1	1		3								"A"	1	3	"U71"	"U86"	"U51"	"U11"	3	3	3	3	52	6	710	52	72	10	3																3		"U71"	"U86"	1	13			3			8			18			0			20			10			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	4	1976	3	1	1	2	2	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	2	1	2	1	3	2	2	1	2	2	1	1	2	2	1	2	1	2	2	1	2	2	2	3	3	3																																																													1	4	1976	3	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	1	1	1	1	2	2	1	2	3	2	2	1	1	1	1	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	3	2	1	4	1976	1	1	2	1	1	2	2	1	2	1	1	1	2	2	1	1	2	1	2	2	1	2	2	2	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	3	3	3	3	3	3	3	1	2	2	1	1	2	2	2	1	1	1																																														1	3	1	1	1		1	1		3			1	1		1	1		1	1	
"2912255"	"PRA"	1	34	3	2	3							1993	2	9	1	3	3	3		1	1	1	10	1	1	3	3	3	3	52	72	10	4	1	35	1	1	1	1		"5215"	"52152255"		"1"	"1"	"PRA"	1	6	8	10	4	2	4	0	35	42	0	0	24	0	60	40	6	1	1	1	1	2	3	8	3	1	4	3	3	1	3	3	3	1	1		3								"B"	1	3	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	6	710	52	72	10	3																3		"U73"	"U86"	1	13			3			8			20			4			21			57			1			0	96	1	1		1	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"B 16"			"TIDAK ADA"			1	4	1993	1	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	3	3	2	2	2	2	1	2	2	1	1	3	1	1	1	1	2	2	2	2	1	3	3	1	2	2	3	2	3																																																													1	4	1993	1	1	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	3	2	2	1	2	1	2	3	1	1	1	2	3	2	2	2	2	1	1	1	1	2	2	2	2	3	2	1	1	1	1	2	1	3	2	3	3	3	3	1	1	4	1993	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	2	2	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	3	3	3	3	3	2	3	1	2	1	2	1	1	2	2	3	3	2	1	1	3			3			3			3															3			3			3			3			1	3	1	3			1	1		1	3	1	1	3	1	1	3	1	3			1	3	3	1	3	3	3		
"2912258"	"PRA"	1	42	3	1	3							1990	6	8	1	3	3	3		1	1	1	95	1	1	1	3	3	3	52	72	998	4	1	36	1	1	2	1		"5215"	"52152258"		"1"	"1"	"PRA"	3																				1	2	3	8	3	3	4	3	3	3		6	3	1	1		3								"W"	1	4	"U73"	"U86"	"U51"	"U11"	3	3	3	3	52	6	710	52	72	10	3																3		"U73"	"U86"	1	12			3			8			16			24			17			47			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	1989	1	1	2	2	3	2	2	2	2	3	1	2	2	2	2	2	2	3	3	2	3	2	2	1	1	1	3	2	3	2	2	1	3	2	2	3	3	2	2	3	1	3	3	3	3	3																																																													3																																																												3																																																																1	3	3	1	3	3	1	3	3	3																																																								
"2912259"	"PRA"	1	42	3	4	3							2000	8	2	1	3	3	3		1	1	1	1	1	1	1	1	3	3	52	72	20	5	1	36	1	1	95	3	1	"5215"	"52152259"		"1"	"1"	"PRA"	3																				1	2	3	7	3	3	4	3	3	1	3	3	1	3	1		3								"B"	1	4	"U71"	"U86"	"U51"	"U11"	3	3	3	3	52	6	710	52	72	10	3																3		"U71"	"U86"	1	12			3			8			16			20			17			40			1			0	96	1	1		2	3	3	3	"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			"TIDAK ADA"			1	3	2007	3	2	1	2	1	2	1	1	2	2	1	2	1	2	1	2	1	2	1	2	2	1	2	1	3	2	2	1	1	2	2	1	2	2	2	2	2	1	3	3	3	2	3	3	2	3																																																													1	3	2007	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	3	2	3	1	2	2	1	1	2	1	1	2	2	3	2	1	2	2	2	1	2	2	2	3	3	1	3	1	1	2	2	2	1	2	2	2	2	2	1	5	2007	3	1	1	1	2	2	2	2	2	1	2	2	1	2	2	2	3	2	1	2	1	2	3	3	2	2	2	3	1	1	1	2	2	2	2	2	2	1	1	3	3	2	3	3	3	3	3	2	2	3	1	2	2	1	1	2	2	2	2	2	2																									1	3	1	1	3	1	3			3			3			1	3	1	1	1																						
